UPC,LONG PRODUCT DESCRIPTION,BC CATEGORY,BC SUB CATEGORY,BC SEGMENT,RANDOM WEIGHT,BRAND OWNER HIGH,BASE SIZE,HW ORGANIC,PACK SIZE
007464107102,CNTR FRS CRT RED ONN DCD MLDD TRY 6 OZ,ONIONS,VALUE ADD,MEAL PREP,NO,COUNTRY FRESH INC,6 OUNCE,NOT APPLICABLE,NOT APPLICABLE
003338360283,PRDC ELC ID YLW ONN WHL BAG 80 OZ,ONIONS,SWEET,WHOLE,NO,PRODUCE ELECTRONIC ID BOARD,80 OUNCE,NOT APPLICABLE,NOT APPLICABLE
085157300201,CRZL VLY PRD WHT ONN WHL MDM BAG 48 OZ,ONIONS,WHITE,WHOLE,NO,CARZALIA VALLEY INC,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
427582867532,SWT ONN CUT SNGL VGTB 16 OZ,ONIONS,VALUE ADD,MEAL PREP,YES,NO COMPANY LISTED,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
074069594075,PR PCF GRN ONN CRTF ORGN BNCH BAG 4.5 OZ,ONIONS,GREEN,BUNCH,NO,PACIFIC INTERNATIONAL MARKETING,4.5 OUNCE,ORGANIC,NOT APPLICABLE
068692470846,PRDC ELC ID YLW ONN WHL MDM BAG 80 OZ,ONIONS,YELLOW,WHOLE,NO,PRODUCE ELECTRONIC ID BOARD,80 OUNCE,NOT APPLICABLE,NOT APPLICABLE
088567780110,PR & SNS FRM RED ONN ORGN ORGN GRWN CRTF ORGN BY ORGN CRTF WHL MDM 48 OZ,ONIONS,RED,WHOLE,NO,PERI & SONS FARMS INC,48 OUNCE,ORGANIC,NOT APPLICABLE
200653338631,CTL BR YLW ONN WHL BAG 48 OZ,ONIONS,YELLOW,WHOLE,NO,PRIVATE LABEL,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
003338382464,MLTP VL YLW ONN SNGL VGTB 16 OZ,ONIONS,YELLOW,WHOLE,YES,MULTIPLE BRANDS,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
085122000128,WHT ONN LRG SNGL VGTB 16 OZ,ONIONS,WHITE,WHOLE,YES,NO COMPANY LISTED,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
003338360183,PRDC ELC ID WHT VDL ONN WHL BOX 160 OZ,ONIONS,SWEET,WHOLE,NO,PRODUCE ELECTRONIC ID BOARD,160 OUNCE,NOT APPLICABLE,NOT APPLICABLE
003260103129,EART FRM GRN ONN ORGN BNCH WRP 1 CT,ONIONS,GREEN,BUNCH,NO,TAYLOR FRESH FOODS INC,1 COUNT,ORGANIC,NOT APPLICABLE
004525514842,MLSS RED PRL ONN WHL MLDD TRY 8 OZ,ONIONS,PEARL,WHOLE,NO,"WORLD VARIETY PRODUCE, INC.",8 OUNCE,NOT APPLICABLE,NOT APPLICABLE
437582833392,MLTP VL RED ONN CUT PLD SNGL VGTB 16 OZ,ONIONS,VALUE ADD,MEAL PREP,YES,MULTIPLE BRANDS,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
427582863567,MLTP VL YLW ONN WHL PLD SNGL VGTB 1 CT,ONIONS,VALUE ADD,MEAL PREP,YES,MULTIPLE BRANDS,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
085153300374,US BST YLW ONN WHL BAG 48 OZ,ONIONS,YELLOW,WHOLE,NO,DESERT SPRINGS PRODUCE,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
327582827211,VDL ONN SNGL VGTB BAG 80 OZ,ONIONS,SWEET,WHOLE,YES,NO COMPANY LISTED,80 OUNCE,NOT APPLICABLE,NOT APPLICABLE
437582801668,WHT ONN DCD SNGL VGTB 16 OZ,ONIONS,VALUE ADD,MEAL PREP,YES,NO COMPANY LISTED,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
200556800000,CTL BR SWT ONN WHL BAG 32 OZ,ONIONS,SWEET,WHOLE,NO,PRIVATE LABEL,32 OUNCE,NOT APPLICABLE,NOT APPLICABLE
086366974294,MLTP VL ONN ORGN DCD SNGL VGTB 16 OZ,ONIONS,VALUE ADD,MEAL PREP,YES,MULTIPLE BRANDS,16 OUNCE,ORGANIC,NOT APPLICABLE
064819611106,FRSH FRM STR GRN ONN WHL 1 CT,ONIONS,GREEN,WHOLE,NO,ADS MANAGEMENT LLC,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
009297200003,MLTP VL SWT ONN SNGL VGTB 16 OZ,ONIONS,SWEET,WHOLE,YES,MULTIPLE BRANDS,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
002620804082,RIO QN CTR RED ONN RND SNGL VGTB 16 OZ,ONIONS,RED,REMAINING FORM,YES,RIO QUEEN CITRUS INC,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
317582894662,MLTP VL SHLT ONN ORGN SNGL VGTB 1 CT,ONIONS,SHALLOT,WHOLE,YES,MULTIPLE BRANDS,1 COUNT,ORGANIC,NOT APPLICABLE
427582863538,MLTP VL WHT ONN WHL SML SNGL VGTB 16 OZ,ONIONS,WHITE,WHOLE,YES,MULTIPLE BRANDS,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
200337282052,CTL BR WHT ONN WHL 1 CT,ONIONS,WHITE,WHOLE,NO,PRIVATE LABEL,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
003338360000,PRDC ELC ID YLW ONN WHL BAG 48 OZ,ONIONS,YELLOW,WHOLE,NO,PRODUCE ELECTRONIC ID BOARD,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
437582870220,MLTP VL YLW ONN MDM SNGL VGTB 16 OZ,ONIONS,YELLOW,WHOLE,YES,MULTIPLE BRANDS,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
061802440002,SPRL PTH YLW ONN ORGN CRTF ORGN BY PCO WHL BAG 48 OZ,ONIONS,YELLOW,WHOLE,NO,SPIRAL PATH FARM,48 OUNCE,ORGANIC,NOT APPLICABLE
202141936646,CTL BR RED ONN WHL 16 OZ,ONIONS,RED,WHOLE,NO,PRIVATE LABEL,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
088567770611,PR & SNS FRM YLW ONN CRTF ORGN BY ORGN CRTF INC ORGN WHL JMB LRG BAG 1 CT,ONIONS,YELLOW,WHOLE,NO,PERI & SONS FARMS INC,1 COUNT,ORGANIC,NOT APPLICABLE
517582838157,RED ONN DCD SNGL VGTB 6 OZ,ONIONS,VALUE ADD,MEAL PREP,YES,NO COMPANY LISTED,6 OUNCE,NOT APPLICABLE,NOT APPLICABLE
427582867262,GRN ONN DCD SNGL VGTB 1 CT,ONIONS,VALUE ADD,MEAL PREP,YES,NO COMPANY LISTED,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
200735734273,CTL BR YLW ONN WHL BAG 48 OZ,ONIONS,YELLOW,WHOLE,NO,PRIVATE LABEL,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
200924758017,CTL BR YLW ONN WHL BAG 48 OZ,ONIONS,YELLOW,WHOLE,NO,PRIVATE LABEL,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
005026904665,MLTP VL YLW ONN SML SNGL VGTB 16 OZ,ONIONS,YELLOW,WHOLE,YES,MULTIPLE BRANDS,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
085133900219,WHT ONN JMB SNGL VGTB 16 OZ,ONIONS,WHITE,WHOLE,YES,NO COMPANY LISTED,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
085571700529,LA CLN GRN ONN ORGN ORGN PRDC CRTF ORGN BY CF WHL BNDD 1 CT,ONIONS,GREEN,WHOLE,NO,SPINACA FARMS INC,1 COUNT,ORGANIC,NOT APPLICABLE
002791880323,TNMR & ANT YLW ONN WHL BAG 48 OZ,ONIONS,YELLOW,WHOLE,NO,"TANIMURA & ANTLE, INC.",48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
537582854903,MLTP VL YLW ONN JMB SNGL VGTB 16 OZ,ONIONS,YELLOW,WHOLE,YES,MULTIPLE BRANDS,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
007582828031,SWT ONN WHL BAG 48 OZ,ONIONS,SWEET,WHOLE,NO,NO COMPANY LISTED,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
427582867291,ONN DCD SNGL VGTB 1 CT,ONIONS,VALUE ADD,MEAL PREP,YES,NO COMPANY LISTED,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
085347600307,RED ONN SNGL VGTB 16 OZ,ONIONS,RED,WHOLE,YES,NO COMPANY LISTED,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
437582874847,MLTP VL RED ONN DCD SNGL VGTB 16 OZ,ONIONS,VALUE ADD,MEAL PREP,YES,MULTIPLE BRANDS,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
081239601739,MCHL CTL SWT ONN WHL BAG 96 OZ,ONIONS,SWEET,WHOLE,NO,MICHAEL CUTLER COMPANY,96 OUNCE,NOT APPLICABLE,NOT APPLICABLE
088567700124,PR & SNS FRM YLW ONN WHL MDM BAG 48 OZ,ONIONS,YELLOW,WHOLE,NO,PERI & SONS FARMS INC,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
074069590403,PR PCF GRN ONN ORGN CRTF ORGN BY CF WHL BNDD 1 CT,ONIONS,GREEN,WHOLE,NO,PACIFIC INTERNATIONAL MARKETING,1 COUNT,ORGANIC,NOT APPLICABLE
064034402148,EAST CST FRS CTS ONN SLCD TUB 8 OZ,ONIONS,VALUE ADD,MEAL PREP,NO,EAST COAST FRESH CUTS,8 OUNCE,NOT APPLICABLE,NOT APPLICABLE
201230870016,CTL BR YLW ONN WHL BAG 48 OZ,ONIONS,YELLOW,WHOLE,NO,PRIVATE LABEL,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
072873300315,NTRS WAY ORG YLW ONN ORGN CRTF ORGN BY QAI WHL BAG 8 OZ,ONIONS,YELLOW,WHOLE,NO,THE SANSON CO.,8 OUNCE,ORGANIC,NOT APPLICABLE
007096900166,SPC WRL SHLT WHL BAG 16 OZ,ONIONS,SHALLOT,WHOLE,NO,"SPICE WORLD, INC.",16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
073571800064,YLW ONN ORGN WHL BAG 48 OZ,ONIONS,YELLOW,WHOLE,NO,NO COMPANY LISTED,48 OUNCE,ORGANIC,NOT APPLICABLE
007789092664,DTCH BLR ONN WHL BAG 32 OZ,ONIONS,REMAINING ONIONS,WHOLE,NO,K S DATTHYN FARMS,32 OUNCE,NOT APPLICABLE,NOT APPLICABLE
003338360155,PRDC ELC ID VDL ONN WHL BAG 64 OZ,ONIONS,SWEET,WHOLE,NO,PRODUCE ELECTRONIC ID BOARD,64 OUNCE,NOT APPLICABLE,NOT APPLICABLE
007464100588,CNTR FRS KTS YLW ONN DCD TUB 7 OZ,ONIONS,VALUE ADD,MEAL PREP,NO,COUNTRY FRESH INC,7 OUNCE,NOT APPLICABLE,NOT APPLICABLE
085955500190,SHMN PRD SWT ONN SNGL VGTB 16 OZ,ONIONS,SWEET,WHOLE,YES,SHUMAN PRODUCE INC,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
064819669301,FRSH FRM STR YLW ONN WHL BAG 48 OZ,ONIONS,YELLOW,WHOLE,NO,ADS MANAGEMENT LLC,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
088567700037,PR & SNS FRM WHT ONN ORGN CRTF ORGN BY CRTF WHL BOX 7 OZ,ONIONS,WHITE,WHOLE,NO,PERI & SONS FARMS INC,7 OUNCE,ORGANIC,NOT APPLICABLE
201913780740,CTL BR YLW ONN DCD TUB 8 OZ,ONIONS,VALUE ADD,MEAL PREP,NO,PRIVATE LABEL,8 OUNCE,NOT APPLICABLE,NOT APPLICABLE
081510802297,CC KTC YLW ONN DCD MLDD TRY 10 OZ,ONIONS,VALUE ADD,MEAL PREP,NO,CC KITCHENS LLC,10 OUNCE,NOT APPLICABLE,NOT APPLICABLE
088567791010,PR & SNS FRM SWT ONN WHL MDM BAG IN SLV 32 OZ,ONIONS,SWEET,WHOLE,NO,PERI & SONS FARMS INC,32 OUNCE,NOT APPLICABLE,NOT APPLICABLE
427582875198,MLTP VL ONN SNGL VGTB 16 OZ,ONIONS,REMAINING ONIONS,WHOLE,YES,MULTIPLE BRANDS,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
317582894666,MLTP VL ONN ORGN SNGL VGTB 1 CT,ONIONS,REMAINING ONIONS,WHOLE,YES,MULTIPLE BRANDS,1 COUNT,ORGANIC,NOT APPLICABLE
317582804669,MLTP VL ONN SNGL VGTB 1 CT,ONIONS,REMAINING ONIONS,WHOLE,YES,MULTIPLE BRANDS,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
081565001042,BYB PRD WHT ONN WHL BAG 32 OZ,ONIONS,WHITE,WHOLE,NO,BYBEE FOODS LLC,32 OUNCE,NOT APPLICABLE,NOT APPLICABLE
004525511770,MLSS PRL ONN WHL BAG 6 OZ,ONIONS,PEARL,WHOLE,NO,"WORLD VARIETY PRODUCE, INC.",6 OUNCE,NOT APPLICABLE,NOT APPLICABLE
537582850570,WHT ONN CUT PLD SNGL VGTB 16 OZ,ONIONS,VALUE ADD,MEAL PREP,YES,NO COMPANY LISTED,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
307582804159,MLTP VL VDL ONN SNGL VGTB 16 OZ,ONIONS,SWEET,WHOLE,YES,MULTIPLE BRANDS,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
202003459587,CTL BR RED ONN ORGN WHL BAG 48 OZ,ONIONS,RED,WHOLE,NO,PRIVATE LABEL,48 OUNCE,ORGANIC,NOT APPLICABLE
003338360181,PRDC ELC ID VDL ONN WHL BAG 160 OZ,ONIONS,SWEET,WHOLE,NO,PRODUCE ELECTRONIC ID BOARD,160 OUNCE,NOT APPLICABLE,NOT APPLICABLE
427582881386,MLTP VL WHT ONN DCD SNGL VGTB CUP 1 CT,ONIONS,VALUE ADD,MEAL PREP,YES,MULTIPLE BRANDS,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
085092400209,SWT VDL ONN WHL BAG 48 OZ,ONIONS,SWEET,WHOLE,NO,NO COMPANY LISTED,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
200873715713,CTL BR RED ONN WHL JMB BAG 16 OZ,ONIONS,RED,WHOLE,NO,PRIVATE LABEL,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
089781000202,MLTP VL VDL ONN SNGL VGTB 16 OZ,ONIONS,SWEET,WHOLE,YES,MULTIPLE BRANDS,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
089781000205,YLW ONN WHL SML SNGL VGTB 16 OZ,ONIONS,YELLOW,WHOLE,YES,NO COMPANY LISTED,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
085133900210,SWT D SWT YLW ONN ORGN CRTF ORGN BY CF WHL BAG 32 OZ,ONIONS,SWEET,WHOLE,NO,DALENA FARMS INC,32 OUNCE,ORGANIC,NOT APPLICABLE
005026904166,SWT ONN WHL SNGL VGTB 16 OZ,ONIONS,SWEET,WHOLE,YES,NO COMPANY LISTED,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
078962252544,MD IN NTR ONN ORGN WHL BAG 48 OZ,ONIONS,REMAINING ONIONS,WHOLE,NO,DELICIOUS FOODS HOLDINGS,48 OUNCE,ORGANIC,NOT APPLICABLE
008338360152,VDL ONN WHL BAG 48 OZ,ONIONS,SWEET,WHOLE,NO,NO COMPANY LISTED,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
427582867265,RED ONN DCD SNGL VGTB 1 CT,ONIONS,VALUE ADD,MEAL PREP,YES,NO COMPANY LISTED,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
065938900010,HRND CNT FRM VDL ONN WHL BAG IN SLV 32 OZ,ONIONS,SWEET,WHOLE,NO,L.G. HERNDON JR. FARMS INC,32 OUNCE,NOT APPLICABLE,NOT APPLICABLE
202146553350,CTL BR GRN ONN WHL 1 CT,ONIONS,GREEN,WHOLE,NO,PRIVATE LABEL,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
076245326001,JBJ DST YLW ONN CRTF ORGN WHL BAG 32 OZ,ONIONS,YELLOW,WHOLE,NO,VEG-LAND INC,32 OUNCE,ORGANIC,NOT APPLICABLE
003784204622,FRDS WHT PRL ONN WHL BAG 6 OZ,ONIONS,PEARL,WHOLE,NO,"FRIEDA'S, INC.",6 OUNCE,NOT APPLICABLE,NOT APPLICABLE
071731100018,MLTP VL YLW SWT ONN SNGL VGTB 16 OZ,ONIONS,SWEET,WHOLE,YES,MULTIPLE BRANDS,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
068896200806,RWL BRN GRN ONN WHL BAG 2 CT,ONIONS,GREEN,WHOLE,NO,WALTER P. RAWL & SONS INC,2 COUNT,NOT APPLICABLE,NOT APPLICABLE
085955500153,RL SWT RED ONN WHL BAG IN SLV 48 OZ,ONIONS,SWEET,WHOLE,NO,SHUMAN PRODUCE INC,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
001851301808,PND FRM GLD PRL ONN WHL BAG 8 OZ,ONIONS,PEARL,WHOLE,NO,PANDA FOOD PRODUCTS INC,8 OUNCE,NOT APPLICABLE,NOT APPLICABLE
317582894663,MLTP VL WHT ONN ORGN SNGL VGTB 1 CT,ONIONS,WHITE,WHOLE,YES,MULTIPLE BRANDS,1 COUNT,ORGANIC,NOT APPLICABLE
068692471958,MLSS SHLT CRTF ORGN WHL BAG 3 OZ,ONIONS,SHALLOT,WHOLE,NO,"WORLD VARIETY PRODUCE, INC.",3 OUNCE,ORGANIC,NOT APPLICABLE
085000942303,SCR FRM WHT ONN SNGL VGTB 16 OZ,ONIONS,WHITE,WHOLE,YES,LIMEX SICAR LTD & CO,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
071731100171,VDL SWT ONN SNGL VGTB 16 OZ,ONIONS,SWEET,WHOLE,YES,NO COMPANY LISTED,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
200081541636,CTL BR ONN DCD ORGN CRTF ORGN BY NJDA MLDD TRY 10 OZ,ONIONS,VALUE ADD,MEAL PREP,NO,PRIVATE LABEL,10 OUNCE,ORGANIC,NOT APPLICABLE
081128902071,YLW ONN WHL BAG 48 OZ,ONIONS,YELLOW,WHOLE,NO,NO COMPANY LISTED,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
071731100022,SWTL FRM SWT ONN WHL BAG 48 OZ,ONIONS,SWEET,WHOLE,NO,GEORGIA AGRI SALES INC.,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
007464100589,CNTR FRS KTS RED ONN DCD TUB 7 OZ,ONIONS,VALUE ADD,MEAL PREP,NO,COUNTRY FRESH INC,7 OUNCE,NOT APPLICABLE,NOT APPLICABLE
003492400049,CRGL FRM PRD RED ONN WHL BAG 32 OZ,ONIONS,RED,WHOLE,NO,CARGIL FARMS PRODUCE,32 OUNCE,NOT APPLICABLE,NOT APPLICABLE
081586001014,RVR PNT FRM EVR MLD RED ONN JMB SNGL VGTB 16 OZ,ONIONS,RED,WHOLE,YES,RIVER POINT FARMS,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
064034402142,EAST CST FRS CTS VDL ONN DCD TUB 10 OZ,ONIONS,VALUE ADD,MEAL PREP,NO,EAST COAST FRESH CUTS,10 OUNCE,NOT APPLICABLE,NOT APPLICABLE
081597001296,CL CRT YLW ONN DCD MLDD TRY 8 OZ,ONIONS,VALUE ADD,MEAL PREP,NO,COOL CREATIONS LLC,8 OUNCE,NOT APPLICABLE,NOT APPLICABLE
001851301809,PND FRM RED PRL ONN WHL BAG ON CRD 8 OZ,ONIONS,PEARL,WHOLE,NO,PANDA FOOD PRODUCTS INC,8 OUNCE,NOT APPLICABLE,NOT APPLICABLE
001284200778,GRN ONN WHL BAG 1 CT,ONIONS,GREEN,WHOLE,NO,NO COMPANY LISTED,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
002630360180,G & R FRM VDL ONN WHL BAG IN SLV 80 OZ,ONIONS,SWEET,WHOLE,NO,G & R FARMS,80 OUNCE,NOT APPLICABLE,NOT APPLICABLE
200501819399,CTL BR RED ONN YLW ONN WHL BAG 80 OZ,ONIONS,MIXED ONIONS,WHOLE,NO,PRIVATE LABEL,80 OUNCE,NOT APPLICABLE,NOT APPLICABLE
437582830030,MLTP VL SCLN SNGL VGTB 1 CT,ONIONS,GREEN,WHOLE,YES,MULTIPLE BRANDS,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
003338360035,BLND FRM SWT ONN WHL BAG 64 OZ,ONIONS,SWEET,WHOLE,NO,BLAND FARMS LLC,64 OUNCE,NOT APPLICABLE,NOT APPLICABLE
003338360503,PRDC ELC ID GRN ONN WHL BAG 5.5 OZ,ONIONS,GREEN,WHOLE,NO,PRODUCE ELECTRONIC ID BOARD,5.5 OUNCE,NOT APPLICABLE,NOT APPLICABLE
003338390002,PRDC ELC ID RED ONN WHL BAG 48 OZ,ONIONS,RED,WHOLE,NO,PRODUCE ELECTRONIC ID BOARD,48 OUNCE,ORGANIC,NOT APPLICABLE
007755400155,MRJN WHT PRL ONN WHL BAG 10 OZ,ONIONS,PEARL,WHOLE,NO,"MARJON SPECIALTY FOODS, INC.",10 OUNCE,NOT APPLICABLE,NOT APPLICABLE
071812285197,LSNS CHC ONN CHPD TUB 16 OZ,ONIONS,VALUE ADD,MEAL PREP,NO,NANA'S FOODS LLC,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
081925502095,RIO VLY WHT ONN WHL BAG 32 OZ,ONIONS,WHITE,WHOLE,NO,RIO VALLEY ONION,32 OUNCE,NOT APPLICABLE,NOT APPLICABLE
003492400768,MLTP VL RED ONN JMB SNGL VGTB 16 OZ,ONIONS,RED,WHOLE,YES,MULTIPLE BRANDS,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
085955500188,SHMN PRD VDL ONN SNGL VGTB 16 OZ,ONIONS,SWEET,WHOLE,YES,SHUMAN PRODUCE INC,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
073571800019,RIO FRS SWT ONN WHL BAG 96 OZ,ONIONS,SWEET,WHOLE,NO,RIO FRESH,96 OUNCE,NOT APPLICABLE,NOT APPLICABLE
002630370153,G & R FRM SWT ONN WHL BAG 80 OZ,ONIONS,SWEET,WHOLE,NO,G & R FARMS,80 OUNCE,NOT APPLICABLE,NOT APPLICABLE
871292400100,GRMT BNN SHLT WHL BAG 16 OZ,ONIONS,SHALLOT,WHOLE,NO,GOURMET,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
064355000059,GLS ONN GRN DCD BAG 4 OZ,ONIONS,VALUE ADD,MEAL PREP,NO,GILLS ONIONS,4 OUNCE,NOT APPLICABLE,NOT APPLICABLE
427582863286,MLTP VL SWT ONN ORGN WHL SNGL VGTB 16 OZ,ONIONS,SWEET,WHOLE,YES,MULTIPLE BRANDS,16 OUNCE,ORGANIC,NOT APPLICABLE
071731100000,VDL ONN WHL SNGL VGTB 16 OZ,ONIONS,SWEET,WHOLE,YES,NO COMPANY LISTED,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
068891400231,LCND SHLT WHL TRY 6 OZ,ONIONS,VALUE ADD,MEAL PREP,NO,"COOSEMANS WORLDWIDE, INC.",6 OUNCE,NOT APPLICABLE,NOT APPLICABLE
085122000129,SPNS ONN SNGL VGTB 16 OZ,ONIONS,YELLOW,WHOLE,YES,NO COMPANY LISTED,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
000857731500,YLW ONN WHL BAG 48 OZ,ONIONS,YELLOW,WHOLE,NO,NO COMPANY LISTED,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
307582804164,MLTP VL M ONN SNGL VGTB 16 OZ,ONIONS,SWEET,WHOLE,YES,MULTIPLE BRANDS,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
085133900211,SWT D SWT YLW ONN ORGN CRTF CA ORGN FRMR WHL BAG 48 OZ,ONIONS,SWEET,WHOLE,NO,DALENA FARMS INC,48 OUNCE,ORGANIC,NOT APPLICABLE
085751400400,YLW ONN WHL BAG 48 OZ,ONIONS,YELLOW,WHOLE,NO,NO COMPANY LISTED,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
317582894068,MLTP VL GRN ONN ORGN SNGL VGTB 1 CT,ONIONS,GREEN,WHOLE,YES,MULTIPLE BRANDS,1 COUNT,ORGANIC,NOT APPLICABLE
427582861851,MLTP VL VGTB BLND WHL MR THN 1 VGTB MIX ONN 1 CT,ONIONS,MIXED ONIONS,WHOLE,YES,MULTIPLE BRANDS,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
065951300023,CHRL WHT ONN WHL BAG 32 OZ,ONIONS,WHITE,WHOLE,NO,CHARLES JOHNSON CO.,32 OUNCE,NOT APPLICABLE,NOT APPLICABLE
201118687238,CTL BR GRN ONN WHL 1 CT,ONIONS,GREEN,WHOLE,NO,PRIVATE LABEL,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
065938960192,HRND CNT FRM VDL ONN WHL BBY PTT 1 CT,ONIONS,SWEET,WHOLE,NO,L.G. HERNDON JR. FARMS INC,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
004685799007,DB D BRN SWT ONN WHL BAG 160 OZ,ONIONS,SWEET,WHOLE,NO,PROGRESO PRODUCE INC,160 OUNCE,NOT APPLICABLE,NOT APPLICABLE
009143400012,STHR EXP WHT ONN WHL BAG 32 OZ,ONIONS,WHITE,WHOLE,NO,PROGRESO PRODUCE INC,32 OUNCE,NOT APPLICABLE,NOT APPLICABLE
001284200777,CF NWS GRN ONN WHL BAG 6 OZ,ONIONS,GREEN,WHOLE,NO,NEW STAR FRESH FOODS LLC,6 OUNCE,NOT APPLICABLE,NOT APPLICABLE
200318998021,CTL BR YLW SHLT ORGN CRTF ORGN BY CF WHL BAG ON CRD 3 OZ,ONIONS,SHALLOT,WHOLE,NO,PRIVATE LABEL,3 OUNCE,ORGANIC,NOT APPLICABLE
085285300301,BB YLW ONN WHL BAG 48 OZ,ONIONS,YELLOW,WHOLE,NO,BEBO DISTRIBUTING INC,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
201914530307,CTL BR VDL ONN WHL 16 OZ,ONIONS,SWEET,WHOLE,NO,PRIVATE LABEL,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
066478150225,LTL BR HNY SWT ONN WHL BAG 48 OZ,ONIONS,SWEET,WHOLE,NO,"J & D PRODUCE, INC.",48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
003338360212,PRDC ELC ID SWT ONN WHL BAG 48 OZ,ONIONS,SWEET,WHOLE,NO,PRODUCE ELECTRONIC ID BOARD,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
081239601718,MNSN MNS YLW ONN WHL BAG 160 OZ,ONIONS,YELLOW,WHOLE,NO,MICHAEL CUTLER COMPANY,160 OUNCE,NOT APPLICABLE,NOT APPLICABLE
085153300331,US BST RED ONN WHL BAG 48 OZ,ONIONS,RED,WHOLE,NO,DESERT SPRINGS PRODUCE,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
201522289159,CTL BR SHLT PC LF BAG 1 OZ,ONIONS,SHALLOT,LEAF,NO,PRIVATE LABEL,1 OUNCE,NOT APPLICABLE,NOT APPLICABLE
003064173964,YLW ONN WHL 1 CT,ONIONS,YELLOW,WHOLE,NO,NO COMPANY LISTED,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
