UPC,LONG PRODUCT DESCRIPTION,BC CATEGORY,BC SUB CATEGORY,BC SEGMENT,RANDOM WEIGHT,BRAND OWNER HIGH,BASE SIZE,HW ORGANIC,PACK SIZE
082321500923,GRMT SPC IMP PRL ONN WHL BAG 10 OZ,ONIONS,PEARL,WHOLE,NO,GOURMET SPECIALTY IMPORTS LLC,10 OUNCE,NOT APPLICABLE,NOT APPLICABLE
427582863576,MLTP VL YLW ONN WHL PLD SNGL VGTB 16 OZ,ONIONS,VALUE ADD,MEAL PREP,YES,MULTIPLE BRANDS,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
001111018224,MLTP VL VDL ONN SNGL VGTB BAG 16 OZ,ONIONS,SWEET,WHOLE,YES,MULTIPLE BRANDS,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
427582875187,MLTP VL WHT ONN SNGL VGTB 16 OZ,ONIONS,WHITE,WHOLE,YES,MULTIPLE BRANDS,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
437582845743,MLTP VL GRN ONN BNCH SNGL VGTB 1 CT,ONIONS,GREEN,BUNCH,YES,MULTIPLE BRANDS,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
071731100382,BLND FRM SWT ONN SNGL VGTB 16 OZ,ONIONS,SWEET,WHOLE,YES,BLAND FARMS,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
088567791310,PR & SNS FRM YLW ONN WHL BAG 80 OZ,ONIONS,SWEET,WHOLE,NO,PERI & SONS FARMS INC,80 OUNCE,NOT APPLICABLE,NOT APPLICABLE
437582870134,MLTP VL SWT RED ONN SNGL VGTB 1 CT,ONIONS,SWEET,WHOLE,YES,MULTIPLE BRANDS,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
068089405002,EVRK GRN ONN WHL BNDD 1 CT,ONIONS,GREEN,WHOLE,NO,EVERKRISP VEGETABLES INC,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
200147008513,CTL BR GRN ONN WHL BAG 5.5 OZ,ONIONS,GREEN,WHOLE,NO,PRIVATE LABEL,5.5 OUNCE,NOT APPLICABLE,NOT APPLICABLE
427582894626,GRN VDL ONN SNGL VGTB 1 CT,ONIONS,SWEET,WHOLE,YES,NO COMPANY LISTED,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
427582894565,MXCN GRN ONN SNGL VGTB 1 CT,ONIONS,GREEN,WHOLE,YES,NO COMPANY LISTED,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
006038369254,MLTP VL YLW ONN ORGN SNGL VGTB 16 OZ,ONIONS,YELLOW,WHOLE,YES,MULTIPLE BRANDS,16 OUNCE,ORGANIC,NOT APPLICABLE
201629524486,CTL BR YLW ONN ORGN WHL JMB 1 CT,ONIONS,YELLOW,WHOLE,NO,PRIVATE LABEL,1 COUNT,ORGANIC,NOT APPLICABLE
085955500101,RL SWT VDL ONN SNGL VGTB 1 CT,ONIONS,SWEET,WHOLE,YES,SHUMAN PRODUCE INC,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
201246031364,CTL BR VDL ONN WHL 16 OZ,ONIONS,SWEET,WHOLE,NO,PRIVATE LABEL,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
068150400028,ULTR PRM PRD ONN DCD MLDD TRY 8 OZ,ONIONS,VALUE ADD,MEAL PREP,NO,ULTRAFRESH PRODUCE,8 OUNCE,NOT APPLICABLE,NOT APPLICABLE
004525514840,MLSS WHT BLR ONN WHL MLDD TRY 7 OZ,ONIONS,WHITE,WHOLE,NO,"WORLD VARIETY PRODUCE, INC.",7 OUNCE,NOT APPLICABLE,NOT APPLICABLE
082040249674,SPRN LF RED ONN ORGN CRTF ORGN BY PRMS LBS WHL TRY IN BAG 3 CT,ONIONS,RED,WHOLE,NO,FOUR SEASONS PRODUCE CO,3 COUNT,ORGANIC,NOT APPLICABLE
003260103138,EART FRM GRN ONN ORGN WHL BAG 5.5 OZ,ONIONS,GREEN,WHOLE,NO,TAYLOR FRESH FOODS INC,5.5 OUNCE,ORGANIC,NOT APPLICABLE
088120004663,HRTL BST WHT ONN WHL JMB BAG 16 OZ,ONIONS,WHITE,WHOLE,NO,HARTLEY PRODUCE CO,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
003338301001,VDL ONN 25.6 OZ,ONIONS,SWEET,WHOLE,NO,NO COMPANY LISTED,25.6 OUNCE,NOT APPLICABLE,NOT APPLICABLE
200458413062,CTL BR GLD ONN WHL BAG 32 OZ,ONIONS,SWEET,WHOLE,NO,PRIVATE LABEL,32 OUNCE,NOT APPLICABLE,NOT APPLICABLE
003492400751,YLW ONN WHL JMB BAG 16 OZ,ONIONS,YELLOW,WHOLE,NO,NO COMPANY LISTED,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
201078921217,CTL BR GRN ONN CHPD TUB 4 OZ,ONIONS,VALUE ADD,MEAL PREP,NO,PRIVATE LABEL,4 OUNCE,NOT APPLICABLE,NOT APPLICABLE
202123558406,CTL BR SWT YLW ONN CRTF ORGN ORGN WHL BAG 48 OZ,ONIONS,SWEET,WHOLE,NO,PRIVATE LABEL,48 OUNCE,ORGANIC,NOT APPLICABLE
427582863472,MLTP VL YLW ONN WHL MDM SNGL VGTB 1 CT,ONIONS,YELLOW,WHOLE,YES,MULTIPLE BRANDS,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
002791899510,TNMR & ANT RED ONN ORGN CRTF ORGN BY CF WHL BAG 48 OZ,ONIONS,RED,WHOLE,NO,"TANIMURA & ANTLE, INC.",48 OUNCE,ORGANIC,NOT APPLICABLE
003784205600,FRDS SHLT WHL BAG 3 OZ,ONIONS,SHALLOT,WHOLE,NO,"FRIEDA'S, INC.",3 OUNCE,NOT APPLICABLE,NOT APPLICABLE
437582830119,MLTP VL GRN ONN ORGN BNCH SNGL VGTB 1 CT,ONIONS,GREEN,BUNCH,YES,MULTIPLE BRANDS,1 COUNT,ORGANIC,NOT APPLICABLE
065938900007,HRND CNT FRM VDL ONN ORGN CRTF ORGN BY GCCP WHL BAG IN SLV 32 OZ,ONIONS,SWEET,WHOLE,NO,L.G. HERNDON JR. FARMS INC,32 OUNCE,ORGANIC,NOT APPLICABLE
085335700263,WHT ONN LRG SNGL VGTB 16 OZ,ONIONS,WHITE,WHOLE,YES,NO COMPANY LISTED,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
200953394182,CTL BR SWT ONN WHL 16 OZ,ONIONS,SWEET,WHOLE,NO,PRIVATE LABEL,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
427582867284,RED ONN SLCD SNGL VGTB 1 CT,ONIONS,VALUE ADD,MEAL PREP,YES,NO COMPANY LISTED,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
060580600120,GRN GNT FRS YLW ONN WHL BAG 32 OZ,ONIONS,YELLOW,WHOLE,NO,GROWERS EXPRESS LLC,32 OUNCE,NOT APPLICABLE,NOT APPLICABLE
088120000004,MLTP VL SWT ONN SNGL VGTB 16 OZ,ONIONS,SWEET,WHOLE,YES,MULTIPLE BRANDS,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
005026960286,KYST FRT MRK SWT ONN ORGN SNGL VGTB 16 OZ,ONIONS,SWEET,WHOLE,YES,"KEYSTONE FRUIT MARKETING,INC.",16 OUNCE,ORGANIC,NOT APPLICABLE
082746810006,I LV PRD WHT PRL ONN WHL BAG 8 OZ,ONIONS,PEARL,WHOLE,NO,I LOVE PRODUCE LLC,8 OUNCE,NOT APPLICABLE,NOT APPLICABLE
088567771513,PR & SNS FRM YLW ONN SNGL VGTB 1 CT,ONIONS,YELLOW,WHOLE,YES,PERI & SONS FARMS INC,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
081305501290,LNCS YLW ONN SLCD MLDD TRY 8 OZ,ONIONS,VALUE ADD,MEAL PREP,NO,LANCASTER FOODS LLC,8 OUNCE,NOT APPLICABLE,NOT APPLICABLE
082654801017,GRMT SPC IMP CPLN ONN WHL BAG 8 OZ,ONIONS,SWEET,WHOLE,NO,GOURMET SPECIALTY IMPORTS LLC,8 OUNCE,NOT APPLICABLE,NOT APPLICABLE
088705100014,MLTP VL YLW ONN SNGL VGTB 16 OZ,ONIONS,YELLOW,WHOLE,YES,MULTIPLE BRANDS,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
085136200406,YLW ONN WHL BAG 48 OZ,ONIONS,YELLOW,WHOLE,NO,NO COMPANY LISTED,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
082420600028,YNG GNS YLW ONN WHL BAG 48 OZ,ONIONS,YELLOW,WHOLE,NO,BILLY THE KID PRODUCE LLC,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
001284271002,PCK ME GRN ONN WHL BAG 5.5 OZ,ONIONS,GREEN,WHOLE,NO,NEW STAR FRESH FOODS LLC,5.5 OUNCE,NOT APPLICABLE,NOT APPLICABLE
007087304020,AURP SHLT WHL MLDD TRY 6 OZ,ONIONS,SHALLOT,WHOLE,NO,MAURICE A AUERBACH INC,6 OUNCE,NOT APPLICABLE,NOT APPLICABLE
088567750110,PR & SNS FRM ONN ASRTD WHL BAG 48 OZ,ONIONS,REMAINING ONIONS,WHOLE,NO,PERI & SONS FARMS INC,48 OUNCE,ORGANIC,NOT APPLICABLE
070512360002,VNSN FRM YLW ONN SNGL VGTB 1 CT,ONIONS,YELLOW,WHOLE,YES,VANSINGEL FARMS,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
072873300396,MLTP VL RED ONN ORGN JMB SNGL VGTB 16 OZ,ONIONS,RED,WHOLE,YES,MULTIPLE BRANDS,16 OUNCE,ORGANIC,NOT APPLICABLE
007546511177,LS SHLT WHL BAG 3 OZ,ONIONS,SHALLOT,WHOLE,NO,LEASA INDUSTRIES CO. INC,3 OUNCE,NOT APPLICABLE,NOT APPLICABLE
507582807761,YLW ONN MDM SNGL VGTB 16 OZ,ONIONS,YELLOW,WHOLE,YES,NO COMPANY LISTED,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
201782883330,CTL BR YLW ONN DCD TUB 8 OZ,ONIONS,VALUE ADD,MEAL PREP,NO,PRIVATE LABEL,8 OUNCE,NOT APPLICABLE,NOT APPLICABLE
071752433306,DEL MNT YLW ONN WHL BAG 48 OZ,ONIONS,YELLOW,WHOLE,NO,FRESH DEL MONTE PRODUCE INC,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
427582867405,ONN CHPD SNGL VGTB 1 CT,ONIONS,VALUE ADD,MEAL PREP,YES,NO COMPANY LISTED,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
437582821663,MLTP VL GRN ONN SNGL VGTB 1 CT,ONIONS,GREEN,WHOLE,YES,MULTIPLE BRANDS,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
547582889558,YLW ONN PLD SNGL VGTB 16 OZ,ONIONS,VALUE ADD,MEAL PREP,YES,NO COMPANY LISTED,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
082661500003,WLMS PRD VDL ONN WHL BAG 48 OZ,ONIONS,SWEET,WHOLE,NO,WILLIAMSON PRODUCE INC,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
009143400129,SWT ONN WHL BAG 32 OZ,ONIONS,SWEET,WHOLE,NO,NO COMPANY LISTED,32 OUNCE,NOT APPLICABLE,NOT APPLICABLE
427582894625,YLW ONN SNGL VGTB 1 CT,ONIONS,YELLOW,WHOLE,YES,NO COMPANY LISTED,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
078962252540,MD IN NTR YLW ONN ORGN WHL BAG 32 OZ,ONIONS,YELLOW,WHOLE,NO,DELICIOUS FOODS HOLDINGS,32 OUNCE,ORGANIC,NOT APPLICABLE
201429772800,CTL BR YLW ONN WHL BAG 80 OZ,ONIONS,YELLOW,WHOLE,NO,PRIVATE LABEL,80 OUNCE,NOT APPLICABLE,NOT APPLICABLE
002630361006,G & R FRM VDL ONN WHL BAG IN SLV 96 OZ,ONIONS,SWEET,WHOLE,NO,G & R FARMS,96 OUNCE,NOT APPLICABLE,NOT APPLICABLE
065938900008,HRND CNT FRM VDL ONN ORGN CRTF ORGN BY GCCP WHL BAG IN SLV 48 OZ,ONIONS,SWEET,WHOLE,NO,L.G. HERNDON JR. FARMS INC,48 OUNCE,ORGANIC,NOT APPLICABLE
003338300129,YLW ONN 800 OZ,ONIONS,YELLOW,WHOLE,NO,NO COMPANY LISTED,800 OUNCE,NOT APPLICABLE,NOT APPLICABLE
064819677075,FRSH FRM STR YLW ONN ORGN CRTF ORGN BY GCCP WHL JMB BAG 1 CT,ONIONS,YELLOW,WHOLE,NO,ADS MANAGEMENT LLC,1 COUNT,ORGANIC,NOT APPLICABLE
417582897303,YLW ONN CUT SNGL VGTB 16 OZ,ONIONS,VALUE ADD,MEAL PREP,YES,NO COMPANY LISTED,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
437582830401,MLTP VL SHLT ORGN SNGL VGTB 1 CT,ONIONS,SHALLOT,WHOLE,YES,MULTIPLE BRANDS,1 COUNT,ORGANIC,NOT APPLICABLE
437582829959,MLTP VL YLW ONN MDM SNGL VGTB 1 CT,ONIONS,YELLOW,WHOLE,YES,MULTIPLE BRANDS,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
002791893286,TNMR & ANT RED ONN ORGN SNGL VGTB 16 OZ,ONIONS,RED,WHOLE,YES,"TANIMURA & ANTLE, INC.",16 OUNCE,ORGANIC,NOT APPLICABLE
085083000200,MLTP VL ONN SNGL VGTB 16 OZ,ONIONS,SWEET,WHOLE,YES,MULTIPLE BRANDS,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
071731100338,BLND FRM SWT ONN SNGL VGTB 16 OZ,ONIONS,SWEET,WHOLE,YES,BLAND FARMS,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
088100604166,MLTP VL SWT ONN SNGL VGTB 16 OZ,ONIONS,SWEET,WHOLE,YES,MULTIPLE BRANDS,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
070718504001,CPR FRM GRN ONN WHL BAG 5.5 OZ,ONIONS,GREEN,WHOLE,NO,FRANK CAPURRO & SON,5.5 OUNCE,NOT APPLICABLE,NOT APPLICABLE
517582834412,WHT ONN MNCD ORGN SNGL VGTB 16 OZ,ONIONS,VALUE ADD,MEAL PREP,YES,NO COMPANY LISTED,16 OUNCE,ORGANIC,NOT APPLICABLE
088567770110,PR & SNS FRM YLW ONN ORGN ORGN GRWN CRTF ORGN BY ORGN CRTF WHL MDM BAG 48 OZ,ONIONS,YELLOW,WHOLE,NO,PERI & SONS FARMS INC,48 OUNCE,ORGANIC,NOT APPLICABLE
072352504002,WSTR EXP GRN ONN BNCH BAG 4.5 OZ,ONIONS,GREEN,BUNCH,NO,GROWERS EXPRESS LLC,4.5 OUNCE,NOT APPLICABLE,NOT APPLICABLE
082746810008,I LV PRD YLW PRL ONN WHL BAG 8 OZ,ONIONS,PEARL,WHOLE,NO,I LOVE PRODUCE LLC,8 OUNCE,NOT APPLICABLE,NOT APPLICABLE
327582818058,YLW ONN ORGN SNGL VGTB 16 OZ,ONIONS,YELLOW,WHOLE,YES,NO COMPANY LISTED,16 OUNCE,ORGANIC,NOT APPLICABLE
001111018248,MLTP VL ONN SNGL VGTB BAG 16 OZ,ONIONS,REMAINING ONIONS,WHOLE,YES,MULTIPLE BRANDS,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
003338360301,PRDC ELC ID WHT PRL ONN WHL BAG 10 OZ,ONIONS,PEARL,WHOLE,NO,PRODUCE ELECTRONIC ID BOARD,10 OUNCE,NOT APPLICABLE,NOT APPLICABLE
074173900300,GDRY FRS CTS ONN DCD TUB 16 OZ,ONIONS,VALUE ADD,MEAL PREP,NO,GUIDRY'S FRESH CUTS,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
081355902007,MLTP VL YLW ONN ORGN SNGL VGTB 16 OZ,ONIONS,YELLOW,WHOLE,YES,MULTIPLE BRANDS,16 OUNCE,ORGANIC,NOT APPLICABLE
081239601700,MCHL CTL RED ONN JMB SNGL VGTB 1 CT,ONIONS,RED,WHOLE,YES,MICHAEL CUTLER COMPANY,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
307582804667,MLTP VL ONN SNGL VGTB 16 OZ,ONIONS,REMAINING ONIONS,WHOLE,YES,MULTIPLE BRANDS,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
003064173962,YLW ONN WHL 1 CT,ONIONS,SWEET,WHOLE,NO,NO COMPANY LISTED,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
082676618101,RNSN FD YLW ONN DCD MLDD TRY 10 OZ,ONIONS,VALUE ADD,MEAL PREP,NO,CALAVO GROWERS INC,10 OUNCE,NOT APPLICABLE,NOT APPLICABLE
088567781110,PR & SNS FRM RED ONN WHL MDM BAG 48 OZ,ONIONS,RED,WHOLE,NO,PERI & SONS FARMS INC,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
307582804093,MLTP VL YLW ONN LRG SNGL VGTB 16 OZ,ONIONS,YELLOW,WHOLE,YES,MULTIPLE BRANDS,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
427582867559,RED ONN DCD SNGL VGTB CUP 1 CT,ONIONS,VALUE ADD,MEAL PREP,YES,NO COMPANY LISTED,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
085298500300,RED ONN WHL 1 CT,ONIONS,RED,WHOLE,NO,NO COMPANY LISTED,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
202039568388,CTL BR YLW ONN WHL BAG 48 OZ,ONIONS,YELLOW,WHOLE,NO,PRIVATE LABEL,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
201263075328,CTL BR YLW ONN WHL BAG 80 OZ,ONIONS,YELLOW,WHOLE,NO,PRIVATE LABEL,80 OUNCE,NOT APPLICABLE,NOT APPLICABLE
088567700202,RED ONN WHL SNGL VGTB 1 CT,ONIONS,RED,WHOLE,YES,NO COMPANY LISTED,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
437582874796,MLTP VL ONN DCD ORGN SNGL VGTB 16 OZ,ONIONS,VALUE ADD,MEAL PREP,YES,MULTIPLE BRANDS,16 OUNCE,ORGANIC,NOT APPLICABLE
200281133057,CTL BR YLW ONN BAG 48 OZ,ONIONS,YELLOW,WHOLE,NO,PRIVATE LABEL,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
437582829985,MLTP VL YLW ONN SNGL VGTB 1 CT,ONIONS,YELLOW,WHOLE,YES,MULTIPLE BRANDS,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
006777610301,BYB PRD YLW ONN ORGN ORGN CRTF BY WSHN STT DPT AGRC WHL BAG 32 OZ,ONIONS,YELLOW,WHOLE,NO,BYBEE FOODS LLC,32 OUNCE,ORGANIC,NOT APPLICABLE
002630390186,G & R FRM SWT ONN WHL BAG 96 OZ,ONIONS,SWEET,WHOLE,NO,G & R FARMS,96 OUNCE,NOT APPLICABLE,NOT APPLICABLE
004525514839,MLSS RED BLR ONN WHL TUB 7 OZ,ONIONS,RED,WHOLE,NO,"WORLD VARIETY PRODUCE, INC.",7 OUNCE,NOT APPLICABLE,NOT APPLICABLE
200587315205,CTL BR YLW ONN ORGN CRTF ORGN BY QLTY ASRN INTR WHL BAG 48 OZ,ONIONS,YELLOW,WHOLE,NO,PRIVATE LABEL,48 OUNCE,ORGANIC,NOT APPLICABLE
085002354191,OPNH RED ONN SNGL VGTB 16 OZ,ONIONS,RED,WHOLE,YES,THE OPPENHEIMER GROUP,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
201976343552,CTL BR CPLN ONN WHL MLDD TRY 7 OZ,ONIONS,PEARL,WHOLE,NO,PRIVATE LABEL,7 OUNCE,NOT APPLICABLE,NOT APPLICABLE
003338360103,PRDC ELC ID RED ONN WHL BAG 80 OZ,ONIONS,RED,WHOLE,NO,PRODUCE ELECTRONIC ID BOARD,80 OUNCE,NOT APPLICABLE,NOT APPLICABLE
085732300425,MLTP VL YLW ONN ORGN SNGL VGTB 16 OZ,ONIONS,YELLOW,WHOLE,YES,MULTIPLE BRANDS,16 OUNCE,ORGANIC,NOT APPLICABLE
547582862907,MLTP VL VDL ONN JMB SNGL VGTB 1 CT,ONIONS,SWEET,WHOLE,YES,MULTIPLE BRANDS,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
007096900344,SPC WRL SHLT WHL BAG 3 OZ,ONIONS,SHALLOT,WHOLE,NO,"SPICE WORLD, INC.",3 OUNCE,NOT APPLICABLE,NOT APPLICABLE
427582879882,MLTP VL RED ONN JMB SNGL VGTB 16 OZ,ONIONS,RED,WHOLE,YES,MULTIPLE BRANDS,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
082178304093,DEL MNT YLW ONN MDM SNGL VGTB 1 CT,ONIONS,YELLOW,WHOLE,YES,FRESH DEL MONTE PRODUCE INC,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
005286701143,BSKV GRN ONN WHL BNDD 1 CT,ONIONS,GREEN,WHOLE,NO,"BOSKOVICH FARMS, INC",1 COUNT,NOT APPLICABLE,NOT APPLICABLE
007457410947,CHRS RNC SHLT WHL BAG 6 OZ,ONIONS,VALUE ADD,MEAL PREP,NO,CHRISTOPHER RANCH,6 OUNCE,NOT APPLICABLE,NOT APPLICABLE
427582881391,MLTP VL ONN CUT SNGL VGTB LRG 1 CT,ONIONS,VALUE ADD,MEAL PREP,YES,MULTIPLE BRANDS,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
427582816572,WHT ONN SNGL VGTB 16 OZ,ONIONS,WHITE,WHOLE,YES,NO COMPANY LISTED,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
437582830417,MLTP VL WHT ONN MDM SNGL VGTB 16 OZ,ONIONS,WHITE,WHOLE,YES,MULTIPLE BRANDS,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
007357485001,SNR SUN GRN ONN ORGN CRTF ORGN BY CF WHL BAG 4.5 OZ,ONIONS,GREEN,WHOLE,NO,TAYLOR FRESH FOODS INC,4.5 OUNCE,ORGANIC,NOT APPLICABLE
437582860574,MLTP VL WHT PRL ONN SNGL VGTB 1 CT,ONIONS,PEARL,WHOLE,YES,MULTIPLE BRANDS,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
427582893985,MLTP VL RED ONN MDM SNGL VGTB 1 CT,ONIONS,RED,WHOLE,YES,MULTIPLE BRANDS,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
007143084468,DL GRN ONN WHL BAG 5.5 OZ,ONIONS,GREEN,WHOLE,NO,"DOLE FOOD COMPANY, INC",5.5 OUNCE,NOT APPLICABLE,NOT APPLICABLE
076347876229,GRN GNT FRS ONN WHL BAG 5.5 OZ,ONIONS,GREEN,WHOLE,NO,GROWERS EXPRESS LLC,5.5 OUNCE,NOT APPLICABLE,NOT APPLICABLE
078962259097,GRTF HRV YLW ONN ORGN GRWN WHL TRY IN WRP 12 OZ,ONIONS,YELLOW,WHOLE,NO,UNFI,12 OUNCE,ORGANIC,NOT APPLICABLE
084021917076,TGD CTS ONN DCD MLDD TRY 9 OZ,ONIONS,VALUE ADD,MEAL PREP,NO,"TGD CUTS, LLC",9 OUNCE,NOT APPLICABLE,NOT APPLICABLE
002000015219,GRN GNT YLW ONN WHL BAG 48 OZ,ONIONS,YELLOW,WHOLE,NO,B & G FOODS INC.,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
427582894305,MLTP VL YLW ONN WHL SNGL VGTB BAG 1 CT,ONIONS,YELLOW,WHOLE,YES,MULTIPLE BRANDS,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
437582870059,MLTP VL VDL SWT ONN WHL JMB SNGL VGTB 1 CT,ONIONS,SWEET,WHOLE,YES,MULTIPLE BRANDS,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
200368829953,CTL BR SWT ONN WHL 16 OZ,ONIONS,SWEET,WHOLE,NO,PRIVATE LABEL,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
201355270145,CTL BR YLW ONN WHL JMB BAG 1 CT,ONIONS,YELLOW,WHOLE,NO,PRIVATE LABEL,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
088567770612,PR & SNS FRM YLW ONN CRTF ORGN BY ORGN CRTF INC ORGN WHL JMB BAG 1 CT,ONIONS,YELLOW,WHOLE,NO,PERI & SONS FARMS INC,1 COUNT,ORGANIC,NOT APPLICABLE
088361660102,CRSC FRT & VGT RED ONN WHL BAG 48 OZ,ONIONS,RED,WHOLE,NO,CRESCENT FRUIT & VEGETABLE,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
081565001015,BYBS BST ONN WHL BAG 160 OZ,ONIONS,REMAINING ONIONS,WHOLE,NO,BYBEE FOODS LLC,160 OUNCE,NOT APPLICABLE,NOT APPLICABLE
437582833468,MLTP VL ONN DCD ORGN SNGL VGTB 1 CT,ONIONS,VALUE ADD,MEAL PREP,YES,MULTIPLE BRANDS,1 COUNT,ORGANIC,NOT APPLICABLE
002791804068,TNMR & ANT GRN ONN SNGL VGTB 1 CT,ONIONS,GREEN,WHOLE,YES,"TANIMURA & ANTLE, INC.",1 COUNT,NOT APPLICABLE,NOT APPLICABLE
307582804662,MLTP VL SHLT ONN SNGL VGTB 16 OZ,ONIONS,SHALLOT,WHOLE,YES,MULTIPLE BRANDS,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
004525515348,MLSS YLW ONN ORGN CRTF ORGN BY CF WHL BAG 32 OZ,ONIONS,YELLOW,WHOLE,NO,"WORLD VARIETY PRODUCE, INC.",32 OUNCE,ORGANIC,NOT APPLICABLE
201957716480,CTL BR ONN WHL BAG 48 OZ,ONIONS,REMAINING ONIONS,WHOLE,NO,PRIVATE LABEL,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
003338360036,PRDC ELC ID VDL ONN ORGN WHL BAG 32 OZ,ONIONS,SWEET,WHOLE,NO,PRODUCE ELECTRONIC ID BOARD,32 OUNCE,ORGANIC,NOT APPLICABLE
003338304093,PRDC ELC ID YLW ONN WHL WRP 20 OZ,ONIONS,YELLOW,WHOLE,NO,PRODUCE ELECTRONIC ID BOARD,20 OUNCE,NOT APPLICABLE,NOT APPLICABLE
437582801649,ONN SLCD DCD SNGL VGTB 16 OZ,ONIONS,VALUE ADD,MEAL PREP,YES,NO COMPANY LISTED,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
427582875188,MLTP VL RED ONN SNGL VGTB 16 OZ,ONIONS,RED,WHOLE,YES,MULTIPLE BRANDS,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
427582894133,MLTP VL SWT ONN WHL JMB SNGL VGTB 1 CT,ONIONS,SWEET,WHOLE,YES,MULTIPLE BRANDS,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
007582811786,UNDN YLW ONN WHL BAG 32 OZ,ONIONS,YELLOW,WHOLE,NO,MULTIPLE BRANDS,32 OUNCE,NOT APPLICABLE,NOT APPLICABLE
200793360390,CTL BR GRN ONN WHL 1 CT,ONIONS,GREEN,WHOLE,NO,PRIVATE LABEL,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
437582870202,SWT ONN SNGL VGTB 16 OZ,ONIONS,SWEET,WHOLE,YES,NO COMPANY LISTED,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
088567780611,PR & SNS FRM RED ONN CRTF ORGN BY ORGN CRTF INC ORGN WHL JMB LRG BAG 1 CT,ONIONS,RED,WHOLE,NO,PERI & SONS FARMS INC,1 COUNT,ORGANIC,NOT APPLICABLE
